status,name,address,rating,reviews,types,amenities,neighborhood,website,place_id,description,reason
FILTERED,"NEW 1BD Belltown Condo - Pool and Sauna - Walk to Pike Place Space Needle","Seattle, WA 98121, USA",,,,,,"https://www.bluepillow.com/search/695ea123ac408a6eb70c9870?dest=bkng&cat=House&lat=47.61485&lng=-122.34754&language=en",ChIJl3RGeU4VkFQRO69-bz4rTFM,,"too few reviews (0)"
FILTERED,"Olympic Hot Tub Seattle","2500 Westlake Ave N A, Seattle, WA 98109, USA",4.8,173,,,,"https://olympichottub.com/seattle-store/?utm_source=google-maps&utm_medium=website&utm_campaign=seattle-showroom",ChIJmaSRjD0VkFQRkEaIyGbVR-4,,"excluded type: store"
FILTERED,"MOOV SEATTLE","777 Thomas St, Seattle, WA 98109, USA",4.6,102,,,,"http://moovseattle.com/",ChIJdTejdEMVkFQRFXpbGJnuInk,,"gym without confirmed saunas"
FILTERED,"Transform 180 Fitness - SLU Gym","300 Fairview Ave N, Seattle, WA 98109, USA",4.9,345,,,,"http://www.transform180training.com/",ChIJe6dJNggVkFQRD57oC-7DWkw,,"gym without confirmed saunas"
FILTERED,"Barry's Seattle","112 Westlake Ave N, Seattle, WA 98109, USA",4.6,168,,,,"https://www.barrys.com/studio/seattle",ChIJq8epeK8VkFQRyDXkY0PwAho,,"gym without confirmed saunas"
FILTERED,"Club Pilates (South Lake Union)","413 Fairview Ave N, Seattle, WA 98109, USA",4.8,288,,,,"https://www.clubpilates.com/southlakeunion/?utm_source=google.com&utm_medium=referral&utm_campaign=yext",ChIJ38Rda9oVkFQRS1hjx-pZJok,,"gym without confirmed saunas"
FILTERED,"Pro Fit Training Gym","915 8th Ave N, Seattle, WA 98109, USA",4.7,102,,,,"http://pftraininggym.com/",ChIJG2IySjkVkFQRNhsGFZTkpDA,,"gym without confirmed saunas"
FILTERED,"KlickWay Athletics","1317 Republican St, Seattle, WA 98109, USA",4.7,102,,,,"https://klickwayathletics.com/",ChIJWVwIDBUVkFQRb2DLE6UPvPA,,"gym without confirmed saunas"
FILTERED,"Bathhouse Theater Restrooms","7312 West Green Lake Dr N, Seattle, WA 98103, USA",2.7,3,,,,"",ChIJTZsO6mAVkFQRQYmTjP7lGFE,,"too few reviews (3)"
FILTERED,"Green Lake SPA","7310 East Green Lake Dr N, Seattle, WA 98115, USA",4.5,26,,,,"https://www.manta.com/c/m1rvhmg/green-lake-spa",ChIJ0ZiIPikVkFQR09EzKpt330Q,,"no sauna-specific signals"
FILTERED,"RS Head Spa & Body Massage","506 NE 65th St, Seattle, WA 98115, USA",4.6,220,,,,"https://rsheadspaseattle.com/",ChIJazppXfUVkFQRFMHPY8uuW6k,,"excluded name: head\s*spa"
FILTERED,"Green Lake Health Center","9714 3rd Ave NE #103, Seattle, WA 98115, USA",4.4,115,,,,"https://www.greenlakehealth.com/",ChIJx2SbRFYRkFQRkve1qKc950c,,"no sauna-specific signals"
FILTERED,"SkinSpirit Seattle - Green Lake","6850 East Green Lake Way N Suite 101, Seattle, WA 98115, USA",4.8,142,,,,"https://www.skinspirit.com/locations/seattle-green-lake/",ChIJo3bE9CgVkFQRv9kdbSomUaU,,"no sauna-specific signals"
FILTERED,"Temple Natural Health","7812 Lake City Way NE, Seattle, WA 98115, USA",4.8,190,,,,"https://www.templenaturalhealth.com/seattle-natural-medicine-naturopathy/",ChIJ8Unq9XkUkFQR12KGWmFrwHk,,"excluded type: doctor"
FILTERED,"Evans Pool","7201 East Green Lake Dr N, Seattle, WA 98115, USA",4.1,133,,,,"http://www.seattle.gov/parks/find/pools/evans-pool",ChIJk4QZY2sUkFQRfY7o2dFywr4,,"no sauna-specific signals"
FILTERED,"Meadowbrook Community Center","10517 35th Ave NE, Seattle, WA 98125, USA",4.6,238,,,,"http://www.seattle.gov/parks/find/centers/meadowbrook-community-center",ChIJiwHwAt0TkFQRa9QxNEp4v80,,"excluded name: community\s*center"
FILTERED,"24 Hour Fitness","507 NE Northgate Way, Seattle, WA 98125, USA",3.3,634,,,,"https://www.24hourfitness.com/gyms/seattle-wa/northgate-fifth-ave-super-sport?Adb_id=GGL_LOC_ACQ_CDP",ChIJh1rcAlcRkFQRaxrDXowfukU,,"gym without confirmed saunas"
FILTERED,"Green Lake Strength & Conditioning","466 NE 70th St, Seattle, WA 98115, USA",4.9,323,,,,"https://greenlakestrength.com/",ChIJZ_SXpW0UkFQROacTyp7Lqp4,,"gym without confirmed saunas"
FILTERED,"Green Lake Community Center","7201 East Green Lake Dr N, Seattle, WA 98115, USA",4.3,192,,,,"http://www.seattle.gov/parks/find/centers/green-lake-community-center",ChIJk4QZY2sUkFQR3aJEU8ufnJk,,"excluded type: park"
FILTERED,"IanFitness","7400 Aurora Ave N, Seattle, WA 98103, USA",4.9,60,,,,"http://www.ianfitness.com/",ChIJwyq0jT0UkFQRZPmSsChysqQ,,"no sauna-specific signals"
FILTERED,"Community Fitness","6110 Roosevelt Way NE, Seattle, WA 98115, USA",4.8,105,,,,"http://www.communityfitness.com/",ChIJ6WTBhWUUkFQRik52RcPwvU8,,"gym without confirmed saunas"
FILTERED,"H Spa Massage","121 N 85th St, Seattle, WA 98103, USA",4.3,13,,,,"",ChIJyXcvOoEVkFQRDF7GB0A0ZPc,,"no sauna-specific signals"
FILTERED,"UU Massage Spa","7324 15th Ave NW, Seattle, WA 98117, USA",4.6,8,,,,"https://www.massajoy.com/UUMassageSpa",ChIJgWxCISkVkFQRIEDf6i223Fo,,"too few reviews (8)"
FILTERED,"Symmetry Spa Massage","14314 Greenwood Ave N Suite B, Seattle, WA 98133, USA",5,7,,,,"https://www.symmetryspamassage.net/",ChIJ7y0OOBMRkFQR2inLm9QKZHQ,,"too few reviews (7)"
FILTERED,"Crown Hill Fitness and Wellness","1414 NW 85th St, Seattle, WA 98117, USA",5,16,,,,"https://www.crownhillfw.com/",ChIJR6EYwMgXkFQRA1d7MLaFc7k,,"gym without confirmed saunas"
FILTERED,"BALLOUT ROOM","9242 8th Ave NW, Seattle, WA 98117, USA",5,8,,,,"https://docs.google.com/forms/d/e/1FAIpQLSfawFUxnOF22OyQyzbi6-sDelYnh9Gi18Vf_eFuNpRAWt1IzQ/viewform",ChIJT1iFDM8XkFQR3TRnsppSbTI,,"too few reviews (8)"
FILTERED,"NW Fitness Project","3601 Greenwood Ave N, Seattle, WA 98103, USA",4.9,130,,,,"https://www.nwfitnessproject.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_profile",ChIJ6U6tp6kVkFQRWt9fBoeK3rE,,"gym without confirmed saunas"
FILTERED,"Eastlake Barbell Club","2324 Eastlake Ave E #100, Seattle, WA 98102, USA",5,11,,,,"https://www.eastlakebarbellclub.com/",ChIJtUmrgwYVkFQRM4J39J4cDKI,,"gym without confirmed saunas"
FILTERED,"Eastlake Fitness","2228 Eastlake Ave E studio c, Seattle, WA 98102, USA",,,,,,"http://eastlakefitness.com/",ChIJFcDr4R8VkFQRPDtnolyZS-U,,"too few reviews (0)"
FILTERED,"F45 Training Eastlake","1800 Eastlake Ave E, Seattle, WA 98102, USA",4.9,92,,,,"https://f45training.com/studio/eastlake/",ChIJwRTyhXUVkFQRG1WaJ2TD8is,,"gym without confirmed saunas"
FILTERED,"Eastlake Performance","2926 Eastlake Ave E, Seattle, WA 98102, USA",4.9,35,,,,"http://www.eastlakeperformance.com/",ChIJJ7PS5-QUkFQRNG35GAqu3pQ,,"no sauna-specific signals"
FILTERED,"Massage Reimagined Magnolia","3150 W Government Way suite a-2, Seattle, WA 98199, USA",5,40,,,,"http://www.massagereimagined.com/",ChIJ_V2H7IYVkFQRdevi5xeYNq0,,"no sauna-specific signals"
FILTERED,"Surya Spa","1903 Clise Pl W, Seattle, WA 98199, USA",5,62,,,,"http://www.suryaspa.net/",ChIJDc99WdU_kFQRDS09UQMTtkw,,"no sauna-specific signals"
FILTERED,"Sugar & Skin Spa","3209 W McGraw St, Seattle, WA 98199, USA",5,76,,,,"http://sugarandskinseattle.com/",ChIJVUYO4C8VkFQRZzEd0PsfpOs,,"excluded type: doctor"
FILTERED,"Unravel Therapeutics","3320 W McGraw St #4, Seattle, WA 98199, USA",4.6,117,,,,"http://www.unravelseattle.com/",ChIJyS8mkoAVkFQRDkngP6vLmh4,,"excluded type: clothing_store"
FILTERED,"Peach Blossom Spa","2809 Thorndyke Ave W, Seattle, WA 98199, USA",3.8,10,,,,"https://peachblossomspa.godaddysites.com/",ChIJNTgFpE4VkFQRl1NUa9jMTHg,,"no sauna-specific signals"
FILTERED,"Village Fitness","3111 W McGraw St, Seattle, WA 98199, USA",5,75,,,,"http://www.villagefitnessseattle.com/",ChIJAfBoEkwVkFQR-faxkv404xk,,"gym without confirmed saunas"
FILTERED,"Vice Athletics | Seattle’s Strength & Sports Performance Gym","3243 20th Ave W, Seattle, WA 98199, USA",4.9,59,,,,"http://www.viceathletics.com/",ChIJfVxuEvIVkFQRHyYiPPOhhLg,,"gym without confirmed saunas"
FILTERED,"Magnolia CrossFit Village","3310 W McGraw St, Seattle, WA 98199, USA",5,43,,,,"http://www.magnoliacrossfit.com/",ChIJR03miUgVkFQRGvP5cHZ_1H0,,"gym without confirmed saunas"
FILTERED,"Magnolia Community Center","2550 34th Ave W, Seattle, WA 98199, USA",4.4,66,,,,"http://www.seattle.gov/parks/find/centers/magnolia-community-center",ChIJVyImwoYVkFQROOlkkh3Rmgs,,"excluded name: community\s*center"
FILTERED,"H BEAUTY SPA","11301 5th Ave NE, Seattle, WA 98125, USA",5,2,,,,"",ChIJVwmHfXERkFQRhL9QyMLjT7w,,"too few reviews (2)"
FILTERED,"Lomi Massage & Spa","1116 N Northgate Way, Seattle, WA 98133, USA",4.4,7,,,,"",ChIJu-B2-uoXkFQRUvfGqko7tfM,,"too few reviews (7)"
FILTERED,"One More SPA","1115 N Northgate Way, Seattle, WA 98133, USA",5,1,,,,"",ChIJ15WoB38XkFQRebXMfvhG8bY,,"too few reviews (1)"
FILTERED,"LEISURE TIME MASSAGE & SPA","12056 15th Ave NE # C1, Seattle, WA 98125, USA",5,5,,,,"https://leisuretimespa.online/",ChIJDbdjJiARkFQRRfeyzQMsovE,,"too few reviews (5)"
FILTERED,"Northgate Community Center","10510 5th Ave NE, Seattle, WA 98125, USA",4.5,189,,,,"http://www.seattle.gov/parks/find/centers/northgate-community-center",ChIJNauPGVYRkFQRBY2bPEB3jfU,,"excluded name: community\s*center"
FILTERED,"F45 Training Northgate WA","301 NE 103rd St Ste 2A, Seattle, WA 98125, USA",4.9,289,,,,"https://f45training.com/studio/northgatewa/",ChIJL9Y-fPARkFQRCQn1pR2tvIc,,"gym without confirmed saunas"
FILTERED,"Planet Fitness","13201 Aurora Ave N, Seattle, WA 98133, USA",4.1,928,,,,"https://www.planetfitness.com/gyms/seattle-aurora-ave-wa?utm_medium=organic&utm_source=extnet",ChIJ2elQYTERkFQRydk20Nfn85o,,"gym without confirmed saunas"
FILTERED,"Shoreline D4 SEASON Head Spa","15507 Westminster Way N #7E, Shoreline, WA 98133, USA",4.5,129,,,,"http://www.d4season.com/",ChIJG9NGAOMRkFQRt_3BH2snGMA,,"excluded type: store"
FILTERED,"Enjoy Spa & Massage in Shoreline","15526 Aurora Ave N STE 202, Shoreline, WA 98133, USA",4.3,6,,,,"http://www.enjoyspa88.com/",ChIJib73HwARkFQRlFIRDLCMW24,,"too few reviews (6)"
FILTERED,"LA BELLE SPA","18820 Aurora Ave N STE 206, Shoreline, WA 98133, USA",4.9,97,,,,"http://www.labellespas.com/",ChIJN6rPKnYRkFQRQqUauRhp5UA,,"no sauna-specific signals"
FILTERED,"Sea breeze spa","938 N 200th St suite A, Shoreline, WA 98133, USA",4.5,17,,,,"https://seabreezespa.setmore.com/seabreezespa",ChIJ-8UHLvIRkFQRDcW5MgKSKV0,,"no sauna-specific signals"
FILTERED,"Tangerine, LLC","525 NE 165th St, Shoreline, WA 98155, USA",5,35,,,,"http://www.tangerinespastudio.com/",ChIJ8TmDSVcUkFQR_Pr1GuUFSlE,,"no sauna-specific signals"
FILTERED,"Head & Skin Health Spa","1207 N 200th St Ste 110, Shoreline, WA 98133, USA",4.6,120,,,,"https://headskinhealthspa.mase.cloud/",ChIJAewSZ-8RkFQRRV0S0cbUm6w,,"no sauna-specific signals"
FILTERED,"Spartan Recreation Center","202 NE 185th St, Shoreline, WA 98155, USA",4.4,214,,,,"http://shorelinewa.gov/spartan",ChIJBS-82V4QkFQRgYio_NR9mWs,,"excluded name: recreation\s*center"
FILTERED,"Emerald City Athletics - Ballinger Village","20202 Ballinger Way NE, Shoreline, WA 98155, USA",4.6,715,,,,"https://emeraldcitygyms.com/ballinger-village/",ChIJg7RRbPgRkFQRd09UrfzrJjs,,"gym without confirmed saunas"
FILTERED,"Dale Turner Family YMCA","19290 Aurora Ave N, Shoreline, WA 98133, USA",4.1,204,,,,"https://www.seattleymca.org/locations/dale-turner-family-ymca?y_source=1_MTAzMDUwMTk4MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D",ChIJS1vfY4kQkFQR6GaOd52H2Xo,,"gym without confirmed saunas"
FILTERED,"Spa Terminal Getaway","Seattle-Tacoma International Airport Concourse A, near, 17801 International Blvd Gate A5, Seattle, WA 98158, USA",2.9,64,,,,"",ChIJG3ul-fFdkFQRL05OQJhFqKE,,"no sauna-specific signals"
FILTERED,"The Spa Warehouse","21665 Pacific Hwy S, Des Moines, WA 98198, USA",4.7,293,,,,"http://www.spawarehouseseattle.com/",ChIJG21bjQpbkFQRE82bfwf-fNU,,"excluded type: store"
FILTERED,"Relaxation Station","1230 Southcenter Mall Suite 352, Tukwila, WA 98188, USA",4.7,101,,,,"https://aceolab.wixsite.com/relaxation-station",ChIJhZActV9dkFQRtmVuSM2Zuw4,,"no sauna-specific signals"
FILTERED,"Spa at the Lake","1053 Lake Washington Blvd N, Renton, WA 98056, USA",4.7,20,,,,"https://www.hyatt.com/en-US/spas/Spa-at-the-Lake/home",ChIJ3XsFSfNpkFQRHSgMP_FtKhk,,"no sauna-specific signals"
FILTERED,"Matt Griffin YMCA","3595 S 188th St, SeaTac, WA 98188, USA",4.1,422,,,,"https://www.seattleymca.org/locations/matt-griffin-ymca?utm_source=google&utm_medium=organic&utm_campaign=business-listing&utm_content=matt-griffin",ChIJC5n-BKFckFQRs4-u37BrPEI,,"gym without confirmed saunas"
FILTERED,"206 Fitness","14635 9th Ave SW, Burien, WA 98166, USA",4.8,60,,,,"https://206fitnessclub.com/",ChIJp1wET_ZFkFQR38-oByD5iOE,,"excluded type: school"
FILTERED,"Arctic Elevation","1133 Lake Washington Blvd N #80, Renton, WA 98056, USA",4.9,54,,,,"https://www.arcticelevation.com/",ChIJn1Fx9HhpkFQRCgeZ52_h7Sg,,"no sauna-specific signals"
FILTERED,"Natural wellness Massage Renton","14256 SE 176th St, Renton, WA 98058, USA",4.7,66,,,,"https://www.naturalspamassage.com/",ChIJ03UzuFtnkFQR1q5hB87W--0,,"no sauna-specific signals"
FILTERED,"BEAUTIFUL AWAKENINGS MASSAGE & SKINCARE","916 N 1st St, Renton, WA 98057, USA",4.9,113,,,,"http://www.beautiful-awakenings.com/",ChIJ0Ss9bHNYkFQRR0bxG-i0YaE,,"no sauna-specific signals"
FILTERED,"Renton Spa","209 Sunset Blvd N, Renton, WA 98057, USA",3.4,17,,,,"",ChIJmejOzAZokFQRmNmgkcPBiVU,,"no sauna-specific signals"
FILTERED,"Dream Chi Spa","321 Burnett Ave S Suite 304, Renton, WA 98057, USA",5,37,,,,"",ChIJmyEpt45DkFQRfba0h7CXhac,,"no sauna-specific signals"
FILTERED,"Medi Spa","17709 108th Ave SE, Renton, WA 98055, USA",4.8,200,,,,"http://medispawa.wixstudio.io/98055",ChIJdz2kHvBdkFQRzcAAtuXtH3Y,,"no sauna-specific signals"
FILTERED,"Imagine Hot Yoga & Wellness","14201 SE Petrovitsky Rd #a1, Renton, WA 98058, USA",5,37,,,,"https://www.imaginehotyoga.com/",ChIJ4wGht1RnkFQRhPrrSPofS7k,,"gym without confirmed saunas"
FILTERED,"Main Spa - Best Asian Massage Renton","203 Main Ave S, Renton, WA 98057, USA",4.5,204,,,,"https://mainmassagespawa.wixsite.com/98057",ChIJFQ5QRnhDkFQRUGi8ofCWowg,,"no sauna-specific signals"
FILTERED,"Comfort Spa","3904 NE 4th St, Renton, WA 98056, USA",4.2,110,,,,"http://www.comfortsparenton.com/",ChIJ2VtkvuBnkFQROzihSIU0uaE,,"no sauna-specific signals"
FILTERED,"The STUDIO massage","4300 Talbot Rd S Suite 201, Renton, WA 98055, USA",4.6,101,,,,"http://www.thestudiomassage.com/",ChIJfSCGWgRdkFQRn_ROoXfKefI,,"no sauna-specific signals"
FILTERED,"Lumen Headspa","495 Renton Center Way SW #101, Renton, WA 98057, USA",4.9,157,,,,"http://lumenheadspa.com/",ChIJz2jmDwVDkFQRVJKfm-nb0l4,,"excluded name: head\s*spa"
FILTERED,"Magnolia spa","17337 140th Ave SE, Renton, WA 98058, USA",5,2,,,,"",ChIJbzXyoL5nkFQRSJFnpRutd0s,,"too few reviews (2)"
FILTERED,"Renton Spa","107 Williams Ave S B, Renton, WA 98057, USA",4.6,12,,,,"http://www.rentonspamassage.com/",ChIJUcFJY6lpkFQRCLnqX6KJw2U,,"no sauna-specific signals"
FILTERED,"UMI SPA","4500 NE Sunset Blvd # A, Renton, WA 98059, USA",5,3,,,,"",ChIJBRVhtTppkFQRuGuFCAFK4-U,,"too few reviews (3)"
FILTERED,"Tokyo spa","451 Park Ave N, Renton, WA 98057, USA",4.6,11,,,,"",ChIJp5FzDeZpkFQRbdx0CrAI9sk,,"no sauna-specific signals"
FILTERED,"Ocean Spa","1800 NE 44th St #108, Renton, WA 98056, USA",4.1,9,,,,"http://oceanspawa.com/",ChIJ16-mCHdpkFQRSe1kvi76UP0,,"too few reviews (9)"
FILTERED,"blue moon spa","315 S 2nd St, Renton, WA 98057, USA",4.3,8,,,,"",ChIJr93yT9lDkFQRmbFlPGuUPOQ,,"too few reviews (8)"
FILTERED,"Renton Spa Massage","1717 NE 44th St, Renton, WA 98056, USA",3.7,32,,,,"http://www.rentonspamassage.us/",ChIJUcFJY6lpkFQRzXFntVuED6M,,"no sauna-specific signals"
FILTERED,"KlickWay Athletics","16410 SE 128th St, Renton, WA 98059, USA",4.7,200,,,,"https://www.klickwayathletics.com/",ChIJFfd91jZmkFQRG9dj9MxyEI0,,"gym without confirmed saunas"
FILTERED,"Vigor Ground Fitness and Performance","332 Burnett Ave S, Renton, WA 98057, USA",4.9,191,,,,"http://www.vigorgroundfitness.com/",ChIJ-49rsAFokFQRpeIcq6Mvam4,,"gym without confirmed saunas"
FILTERED,"Wellness Gaines Fitness","17110 116th Ave SE Unit A, Renton, WA 98058, USA",5,23,,,,"https://www.wellnessgainesrenton.com/",ChIJj1HFSVFdkFQRndDwqIIg-C4,,"gym without confirmed saunas"
FILTERED,"Fortified Fitness","921 S 2nd St, Renton, WA 98057, USA",4.8,51,,,,"http://fortifiedfitness.net/",ChIJX0qYMCtDkFQRMDEsqo5OjVU,,"gym without confirmed saunas"
FILTERED,"APT Health & Fitness","319 Main Ave S, Renton, WA 98057, USA",5,39,,,,"https://www.apthfitness.com/",ChIJDUzhlWJdkFQRnaVLnSWf2gQ,,"gym without confirmed saunas"
FILTERED,"Planet Fitness","4613 NE Sunset Blvd, Renton, WA 98059, USA",4,827,,,,"https://www.planetfitness.com/gyms/renton-wa?utm_medium=organic&utm_source=extnet",ChIJOVnN0GJokFQRvR19aVwWag4,,"gym without confirmed saunas"
FILTERED,"The Public House Barbell Club","150 S Tobin St # A, Renton, WA 98057, USA",5,18,,,,"https://www.publichousebarbellclub.com/",ChIJP4ezGbtDkFQR0c48xeWxekw,,"gym without confirmed saunas"
FILTERED,"Highland Fitness & Performance","3174 NE Sunset Blvd, Renton, WA 98056, USA",5,31,,,,"https://hifitperformance.com/",ChIJT0t91K5pkFQRlLv47QtqNeI,,"gym without confirmed saunas"
FILTERED,"Pink Llama Fitness","216 S Tobin St, Renton, WA 98057, USA",5,12,,,,"https://www.pinkllamafit.com/",ChIJR5fvKc1DkFQRJrT7hq7FZtc,,"gym without confirmed saunas"
FILTERED,"The Fitness Center - Valley Medical Center","talbot professional center, 4011 Talbot Rd S 1st Floor, Renton, WA 98055, USA",4.6,28,,,,"https://www.valleymed.org/find-a-location/f/fitness-centers",ChIJ1ZR5wxpdkFQR0CTXtjfvf-Y,,"gym without confirmed saunas"
FILTERED,"Seattle Training Zone","1755 NE 48th St, Renton, WA 98056, USA",4.8,42,,,,"http://www.seattletrainingzone.com/",ChIJF-90SqhpkFQROegH3NX47VA,,"gym without confirmed saunas"
FILTERED,"All Aglow Spa","224 W Meeker St, Kent, WA 98032, USA",4.9,220,,,,"https://www.allaglowspa.com/",ChIJey67HUpZkFQRKtfk5xNor6w,,"no sauna-specific signals"
FILTERED,"Zen in Kent","20325 124th Ave SE, Kent, WA 98031, USA",4.4,16,,,,"http://zeninkent.com/",ChIJYXT5scddkFQRzd0vqgFpOZ4,,"no sauna-specific signals"
FILTERED,"Solana Wellness Spa","747 Washington Ave N, Kent, WA 98032, USA",,,,,,"",ChIJD6ivYzpbkFQRQ0pJXKaJ-vc,,"too few reviews (0)"
FILTERED,"Redwood Outdoors Office & Local Pickup","20730 72nd Ave S, Kent, WA 98032, USA",4.8,1050,,,,"https://www.redwoodoutdoors.com/",ChIJbyB6TCpdkFQRBa3rlP3mPaI,,"excluded type: storage"
FILTERED,"Zen head spa","18230 E Valley Hwy, Kent, WA 98032, USA",4.2,45,,,,"http://www.zenheadspakent.com/",ChIJSawoX51dkFQR9lRM07RUnD4,,"excluded name: head\s*spa"
FILTERED,"Pure Escape Med Spa","13106 SE 240th St Suite 202, Kent, WA 98031, USA",4.5,65,,,,"https://www.thepureescapespa.com/",ChIJjYje8YtekFQRRri6PvPkPeE,,"no sauna-specific signals"
FILTERED,"24 Hour Fitness","20600 108th Ave SE, Kent, WA 98031, USA",3.4,415,,,,"https://www.24hourfitness.com/gyms/kent-wa/panther-lake-super-sport?Adb_id=GGL_LOC_ACQ_CDP",ChIJVRnmjBRdkFQRLw6slNBkc_c,,"gym without confirmed saunas"
FILTERED,"Jacuzzi Bath Remodel of Seattle","8330 S 259th St, Kent, WA 98030, USA",4.6,705,,,,"https://seattlebaths.com/",ChIJVWQvcMRZkFQRX0MufS0eHkQ,,"excluded type: store"
FILTERED,"Edelweiss Spa","10305 SE 230th Pl, Kent, WA 98031, USA",4.7,52,,,,"http://edelweissspa.net/",ChIJi5sgxSFckFQRgMSkfCdMDGk,,"no sauna-specific signals"
FILTERED,"Federal Way Community Center","876 S 333rd St, Federal Way, WA 98003, USA",4.1,594,,,,"https://itallhappenshere.org/",ChIJ7_JaZqFXkFQRGFyBCSFQwH0,,"excluded type: cafe"
FILTERED,"Fitness Quest MMA","1101 Outlet Collection Way #1275, Auburn, WA 98001, USA",4.4,380,,,,"https://fitness-quest-mma.com/",ChIJ5badbBRZkFQRew7OtvuJnlw,,"gym without confirmed saunas"
FILTERED,"Panther Lake","20600 108th Ave SE, Kent, WA 98031, USA",4.2,345,,,,"",ChIJw2kpfjVckFQRKemzp-YZeAo,,"no sauna-specific signals"
FILTERED,"Devotion Burn","15227 SE 283rd Pl, Kent, WA 98042, USA",5,225,,,,"http://www.clubignitefitness.com/",ChIJhembIbBfkFQR7XI44fS09go,,"gym without confirmed saunas"
FILTERED,"Create Fitness Kent","835 Central Ave N Suite 110, Kent, WA 98032, USA",5,97,,,,"https://www.createfitnessgym.com/",ChIJVUiWeBxZkFQRZbzW29IjItA,,"gym without confirmed saunas"
FILTERED,"Planet Fitness","24044 104th Ave SE A, Kent, WA 98030, USA",4,813,,,,"https://www.planetfitness.com/gyms/kent-104th-ave-wa?utm_medium=organic&utm_source=extnet",ChIJ0Rg6l6NekFQRsz7CwQvOH8k,,"gym without confirmed saunas"
FILTERED,"Planet Fitness","18129 E Valley Hwy, Kent, WA 98032, USA",4.2,497,,,,"https://www.planetfitness.com/gyms/kent-kent-valley-wa?utm_medium=organic&utm_source=extnet",ChIJc-HvGNxdkFQRnynUGlmI9OM,,"gym without confirmed saunas"
FILTERED,"Kent YMCA","10828 SE 248th St, Kent, WA 98030, USA",3.3,175,,,,"https://www.seattleymca.org/schedules/kent-ymca?y_source=1_MTAzMDUwMTk4My03MTUtbG9jYXRpb24ud2Vic2l0ZQ==",ChIJXURX6mxfkFQRveW-24H3mPQ,,"gym without confirmed saunas"
FILTERED,"Revyve Wellness Spa","1045 S 320th St #5, Federal Way, WA 98003, USA",5,2,,,,"",ChIJa5UeOyxXkFQRneItJMXJqBM,,"too few reviews (2)"
FILTERED,"Lomi Lomi Wellness","1414 South 324th St Suite #B213, Federal Way, WA 98003, USA",4.7,81,,,,"https://lomilomiwellness.com/",ChIJ57dlfGhXkFQR7tQx5maedRk,,"no sauna-specific signals"
FILTERED,"Korean SPA","1711 South 324th St, Federal Way, WA 98003, USA",4.2,9,,,,"",ChIJ7Q91lttXkFQRbLf-T7-_wWo,,"too few reviews (9)"
FILTERED,"HOTWORX - Federal Way, WA","2016 S 320th St Suite K, Federal Way, WA 98003, USA",4.8,98,,,,"https://www.hotworx.net/studio/federalway",ChIJZSoZcHdXkFQRxzsblOReLbc,,"gym without confirmed saunas"
FILTERED,"True Edge Fitness","2016 S Commons Unit 730-C004, Federal Way, WA 98003, USA",4.6,51,,,,"https://www.trueedgefit.com/",ChIJY2xxJgtXkFQR6KooYxsxMJw,,"gym without confirmed saunas"
FILTERED,"Temple Fitness","35417 21st Ave SW, Federal Way, WA 98023, USA",4.9,101,,,,"http://templefitnessfw.com/",ChIJvfuMnj1XkFQRDZflp8mtZ4I,,"gym without confirmed saunas"
FILTERED,"Planet Fitness","1211 S 320th St, Federal Way, WA 98003, USA",4.1,969,,,,"https://www.planetfitness.com/gyms/federal-way-wa?utm_medium=organic&utm_source=extnet",ChIJnX_yPnZXkFQRFlVH03IJlOo,,"gym without confirmed saunas"
